age_group,gender,region,edu_level,employment,personal_income_usd,online_buy_freq,monthly_spend_usd,fav_product_types,brand_loyalty,sub_box_past,seek_features,purchase_pain,social_influence,app_usage,data_share_ok,push_notif_ok,sub_likelihood,budget_per_box,pay_freq_pref,refer_friend,value_personalized
5,Female,Europe,Bachelor,Full-time,15237,2,26.68,"Men’s Grooming, Haircare, Tools/Accessories",4,No,Fragrance-free,Too many options,4,2,Yes,No,3,19.14,Monthly,2,4
3,Female,Asia-Pacific,Bachelor,Student,20027,4,33.48,Fragrance,2,No,Sustainable packaging,Too many options,3,1,Yes,Yes,3,20.64,Monthly,3,4
3,Male,North America,Master,Full-time,10417,5,50.85,Make-up,1,No,"Sustainable packaging, Fragrance-free","High prices, Allergies, Unsure of quality",4,3,Yes,Yes,3,21.94,Quarterly,2,2
2,Male,Europe,<High school,Part-time,39193,5,34.32,"Tools/Accessories, Men’s Grooming, Skincare",4,No,"Fragrance-free, Vegan, Cruelty-free, Dermatologist-tested","Delivery issues, High prices, Unsure of quality",3,1,Yes,Yes,3,15.14,Monthly,3,5
3,Female,Europe,Bachelor,Student,18924,4,61.73,"Make-up, Haircare",4,Yes,Vegan,"Hard to match shades, Allergies, Unsure of quality",4,3,Yes,No,4,40.12,Monthly,5,1
3,Female,Europe,High school,Full-time,17249,5,70.87,Tools/Accessories,5,Yes,Vegan,"Allergies, Hard to match shades",4,3,No,Yes,3,41.52,Monthly,3,5
2,Female,Africa,Master,Self-employed,43875,5,77.89,Skincare,3,Yes,"Sustainable packaging, Dermatologist-tested, Vegan, Fragrance-free","Hard to match shades, Delivery issues, High prices",4,3,Yes,Yes,4,42.51,Quarterly,5,3
3,Male,North America,Master,Full-time,11835,3,77.07,Skincare,5,No,"Fragrance-free, Cruelty-free, Premium/luxury",Too many options,2,2,Yes,Yes,4,35.47,Pay-per-box,4,5
3,Female,MENA,Bachelor,Self-employed,12546,4,46.54,"Skincare, Men’s Grooming",3,No,Fragrance-free,"Allergies, High prices, Unsure of quality",3,3,Yes,Yes,3,27.1,Monthly,4,1
1,Female,North America,Bachelor,Full-time,8912,5,102.7,Make-up,4,Yes,"Cruelty-free, Sustainable packaging","Delivery issues, Hard to match shades",4,4,Yes,Yes,4,45.45,Monthly,2,4
3,Female,Africa,Bachelor,Full-time,21291,5,98.19,Tools/Accessories,4,No,Cruelty-free,High prices,4,4,No,Yes,3,41.01,Monthly,3,4
2,Female,North America,Master,Full-time,24598,5,40.23,Skincare,1,Yes,"Sustainable packaging, Premium/luxury, Fragrance-free, Cruelty-free","Too many options, High prices",4,4,Yes,No,4,19.03,Quarterly,4,2
3,Female,Europe,Bachelor,Unemployed / Other,31883,5,58.97,"Fragrance, Haircare, Men’s Grooming",1,Yes,"Vegan, Premium/luxury","Delivery issues, High prices",4,4,Yes,Yes,3,34.2,Monthly,5,4
2,Male,Asia-Pacific,Bachelor,Full-time,71728,5,31.29,Tools/Accessories,1,Yes,Sustainable packaging,"Hard to match shades, Allergies",4,4,Yes,No,3,13.06,Monthly,1,3
5,Female,Asia-Pacific,Master,Full-time,7868,1,83.39,"Make-up, Fragrance",3,No,"Sustainable packaging, Vegan, Cruelty-free","High prices, Delivery issues, Hard to match shades",4,2,Yes,Yes,4,45.15,Quarterly,4,4
3,Female,Europe,High school,Full-time,29862,5,87.22,"Haircare, Fragrance, Tools/Accessories",4,No,Dermatologist-tested,High prices,4,2,Yes,Yes,3,37.8,Monthly,1,4
4,Female,Europe,High school,Student,20005,2,101.23,"Tools/Accessories, Skincare",2,No,"Sustainable packaging, Fragrance-free, Dermatologist-tested, Premium/luxury","Hard to match shades, Unsure of quality",2,2,No,No,2,54.24,Monthly,4,5
4,Male,Europe,Bachelor,Part-time,19714,5,34.39,"Men’s Grooming, Skincare, Fragrance",4,Yes,Premium/luxury,"Too many options, Unsure of quality",1,3,Yes,Yes,4,20.55,Pay-per-box,4,2
3,Female,Europe,Doctorate+,Full-time,16157,3,63.76,"Men’s Grooming, Skincare, Tools/Accessories",3,No,"Premium/luxury, Fragrance-free",Too many options,4,2,Yes,Yes,4,25.86,Pay-per-box,4,2
2,Female,North America,Bachelor,Full-time,12584,5,47.66,Tools/Accessories,4,Yes,Vegan,"High prices, Allergies, Hard to match shades",4,3,Yes,Yes,4,23.44,Monthly,2,4
3,Male,MENA,High school,Full-time,51136,4,27.15,"Make-up, Tools/Accessories, Men’s Grooming",4,Yes,"Fragrance-free, Vegan, Premium/luxury",Delivery issues,1,3,No,Yes,3,11.91,Monthly,2,5
3,Male,Europe,Bachelor,Full-time,33561,3,83.7,"Skincare, Men’s Grooming, Haircare",4,No,"Dermatologist-tested, Cruelty-free","Unsure of quality, Hard to match shades, Too many options",2,2,Yes,Yes,3,57.11,Monthly,4,5
4,Male,Europe,Bachelor,Full-time,26740,3,27.65,"Tools/Accessories, Haircare",4,No,"Cruelty-free, Premium/luxury, Dermatologist-tested","Too many options, Allergies, Delivery issues",2,2,Yes,Yes,3,16.18,Monthly,5,4
3,Male,Asia-Pacific,High school,Student,43282,5,70.76,"Tools/Accessories, Make-up",3,No,Vegan,Delivery issues,3,4,Yes,No,3,25.06,Pay-per-box,3,5
2,Female,Africa,Bachelor,Full-time,9305,4,42.29,"Fragrance, Tools/Accessories, Men’s Grooming",5,No,Fragrance-free,Delivery issues,4,2,Yes,Yes,3,29.51,Quarterly,3,5
3,Male,Asia-Pacific,Doctorate+,Full-time,11323,5,63.83,Make-up,2,No,Vegan,Allergies,4,3,Yes,No,3,32.32,Quarterly,3,3
3,Female,North America,Bachelor,Full-time,7413,5,87.44,Haircare,3,Yes,"Cruelty-free, Premium/luxury, Vegan",Unsure of quality,2,4,No,Yes,3,34.8,Monthly,2,3
4,Male,North America,Bachelor,Unemployed / Other,18631,5,64.27,Make-up,2,No,Premium/luxury,"Delivery issues, Too many options, Allergies",4,3,Yes,Yes,3,32.8,Monthly,5,3
3,Male,Africa,Bachelor,Unemployed / Other,23881,4,36.84,"Skincare, Make-up, Haircare",4,No,Sustainable packaging,"High prices, Allergies",2,2,Yes,Yes,3,23.59,Monthly,3,3
3,Male,Europe,High school,Self-employed,23188,4,139.79,"Skincare, Tools/Accessories, Fragrance",4,No,"Dermatologist-tested, Fragrance-free, Premium/luxury, Cruelty-free",Allergies,4,2,Yes,Yes,3,56.06,Monthly,4,4
6,Female,North America,Master,Full-time,18987,0,27.16,"Skincare, Fragrance, Men’s Grooming",4,No,"Dermatologist-tested, Vegan, Fragrance-free","Allergies, Unsure of quality",2,2,No,No,2,198.43965228941894,Monthly,4,4
4,Female,Asia-Pacific,Bachelor,Full-time,13053,0,19.12,"Haircare, Tools/Accessories, Skincare",3,No,"Fragrance-free, Premium/luxury","Too many options, Unsure of quality, Delivery issues",2,0,Yes,Yes,2,12.55,Monthly,4,4
2,Female,Asia-Pacific,Bachelor,Full-time,29620,5,58.08,"Men’s Grooming, Skincare",2,Yes,"Vegan, Premium/luxury, Cruelty-free",Allergies,3,3,Yes,Yes,3,34.48,Monthly,1,3
2,Prefer not to say,Asia-Pacific,Bachelor,Full-time,22347,5,34.72,"Tools/Accessories, Fragrance, Skincare",5,No,"Cruelty-free, Dermatologist-tested, Sustainable packaging",Unsure of quality,3,3,Yes,Yes,4,15.13,Monthly,5,5
2,Male,Europe,Bachelor,Part-time,28600,5,46.34,"Tools/Accessories, Haircare",4,No,"Cruelty-free, Premium/luxury, Dermatologist-tested, Sustainable packaging","Hard to match shades, Allergies, High prices",4,4,No,Yes,4,23.86,Monthly,3,4
2,Female,North America,Bachelor,Student,38470,5,54.42,"Fragrance, Skincare, Haircare",3,No,"Cruelty-free, Sustainable packaging, Fragrance-free, Premium/luxury","Hard to match shades, Unsure of quality",4,2,Yes,Yes,3,36.28,Monthly,4,4
2,Female,Africa,High school,Self-employed,23164,5,66.8,"Haircare, Skincare, Tools/Accessories",4,Yes,"Premium/luxury, Fragrance-free","High prices, Too many options",4,3,Yes,Yes,3,29.57,Monthly,5,5
2,Female,Europe,Master,Self-employed,10946,5,60.55,"Tools/Accessories, Make-up",2,Yes,"Fragrance-free, Sustainable packaging","Allergies, High prices, Delivery issues",3,4,Yes,Yes,3,24.99,Monthly,4,3
3,Male,Asia-Pacific,Master,Full-time,18057,5,73.95,"Make-up, Haircare, Fragrance",2,Yes,"Dermatologist-tested, Cruelty-free","Unsure of quality, Hard to match shades, Delivery issues",4,3,Yes,Yes,4,42.68,Monthly,3,4
2,Male,Asia-Pacific,Bachelor,Student,25895,5,58.89,"Tools/Accessories, Haircare, Men’s Grooming",3,No,"Dermatologist-tested, Vegan, Cruelty-free",Delivery issues,4,2,No,No,2,36.48,Pay-per-box,5,4
5,Female,Asia-Pacific,Doctorate+,Full-time,25358,3,87.84,"Tools/Accessories, Men’s Grooming, Haircare",2,No,Cruelty-free,Too many options,4,2,No,Yes,2,36.87,Monthly,3,5
2,Female,Europe,High school,Full-time,12950,5,79.69,"Fragrance, Tools/Accessories",2,Yes,Vegan,"High prices, Unsure of quality",4,4,Yes,Yes,3,43.87,Quarterly,5,2
3,Male,Europe,Bachelor,Student,110475,5,75.93,"Skincare, Fragrance, Men’s Grooming",5,No,"Vegan, Cruelty-free, Fragrance-free","High prices, Too many options, Unsure of quality",3,3,Yes,Yes,4,43.63,Pay-per-box,2,5
3,Male,Asia-Pacific,Bachelor,Full-time,10241,2,90.17,"Make-up, Men’s Grooming",4,No,"Sustainable packaging, Fragrance-free, Premium/luxury","Allergies, High prices, Too many options",4,1,Yes,No,3,56.76,Monthly,3,5
6,Female,LATAM,Bachelor,Full-time,31319,2,91.22,"Men’s Grooming, Skincare",3,No,"Premium/luxury, Vegan, Sustainable packaging, Cruelty-free","Unsure of quality, Too many options, Hard to match shades",3,3,Yes,Yes,3,54.46,Monthly,2,4
2,Female,Africa,Bachelor,Full-time,17890,5,62.84,Skincare,4,No,"Premium/luxury, Vegan, Dermatologist-tested","Unsure of quality, High prices",3,2,No,No,3,38.68,Monthly,1,3
3,Female,North America,Bachelor,Student,38533,5,52.12,"Haircare, Skincare",5,No,"Cruelty-free, Sustainable packaging, Dermatologist-tested, Premium/luxury","Unsure of quality, Hard to match shades",4,3,Yes,Yes,4,32.6,Monthly,3,4
6,Female,North America,High school,Student,13542,3,55.22,"Skincare, Haircare",2,No,Sustainable packaging,"High prices, Allergies, Delivery issues",2,3,Yes,Yes,3,38.45,Monthly,2,3
5,Female,Africa,Bachelor,Full-time,18648,4,51.42,"Men’s Grooming, Fragrance, Skincare",5,Yes,"Cruelty-free, Dermatologist-tested, Vegan","Delivery issues, High prices",4,4,Yes,Yes,3,28.07,Quarterly,5,4
5,Female,Asia-Pacific,High school,Self-employed,16534,0,25.23,"Tools/Accessories, Men’s Grooming, Make-up",4,No,"Dermatologist-tested, Vegan, Premium/luxury","Delivery issues, Too many options",4,0,No,Yes,2,23.16,Monthly,5,5
3,Male,LATAM,Master,Full-time,34135,5,65.11,Haircare,2,Yes,Fragrance-free,Too many options,4,4,No,Yes,3,29.81,Pay-per-box,1,4
2,Female,North America,High school,Full-time,13903,5,70.1,"Men’s Grooming, Fragrance",3,Yes,Vegan,Unsure of quality,4,4,Yes,Yes,4,45.03,Quarterly,3,2
4,Male,Asia-Pacific,High school,Student,36483,3,69.06,"Skincare, Make-up, Haircare",3,No,Cruelty-free,Hard to match shades,3,2,Yes,Yes,4,48.57,Monthly,4,3
5,Female,Asia-Pacific,Bachelor,Student,20011,1,94.24,Fragrance,4,No,"Vegan, Cruelty-free, Sustainable packaging",Unsure of quality,3,2,No,Yes,2,43.93,Monthly,3,4
3,Female,Asia-Pacific,Bachelor,Unemployed / Other,8201,2,51.62,"Fragrance, Make-up",2,No,"Dermatologist-tested, Fragrance-free","Allergies, Too many options",4,0,Yes,Yes,2,23.39,Monthly,5,4
3,Female,Europe,Master,Full-time,16561,1,38.98,"Skincare, Fragrance, Tools/Accessories",4,No,"Vegan, Cruelty-free, Premium/luxury","High prices, Delivery issues",4,0,Yes,Yes,2,26.07,Monthly,4,4
3,Female,North America,Bachelor,Student,12215,5,91.5,"Tools/Accessories, Skincare, Men’s Grooming",4,Yes,"Premium/luxury, Fragrance-free, Vegan, Dermatologist-tested","High prices, Too many options, Allergies",4,4,No,Yes,3,30.37,Monthly,4,5
4,Male,Asia-Pacific,Bachelor,Student,26883,2,28.39,Haircare,3,No,"Vegan, Cruelty-free, Dermatologist-tested, Fragrance-free","Allergies, Delivery issues",4,2,Yes,No,3,15.84,Quarterly,4,4
2,Prefer not to say,Europe,Master,Unemployed / Other,10931,5,32.99,"Make-up, Haircare",5,Yes,"Premium/luxury, Vegan, Fragrance-free, Cruelty-free","Allergies, Delivery issues, Hard to match shades",4,3,Yes,Yes,4,19.11,Monthly,4,5
3,Female,MENA,Bachelor,Full-time,34995,5,74.23,"Fragrance, Skincare, Tools/Accessories",5,No,"Fragrance-free, Sustainable packaging, Cruelty-free",Too many options,2,3,No,Yes,3,29.48,Monthly,3,5
3,Female,Africa,High school,Student,21045,5,52.18,"Men’s Grooming, Haircare, Fragrance",3,No,"Sustainable packaging, Dermatologist-tested, Fragrance-free",Allergies,3,3,Yes,Yes,4,26.03,Quarterly,3,2
3,Male,Europe,Bachelor,Part-time,20154,4,48.73,"Tools/Accessories, Fragrance, Make-up",5,No,"Fragrance-free, Cruelty-free, Premium/luxury, Sustainable packaging",Delivery issues,4,2,Yes,No,4,23.75,Monthly,1,3
2,Female,LATAM,Master,Full-time,27517,5,43.08,"Fragrance, Make-up",1,Yes,"Vegan, Dermatologist-tested, Fragrance-free","Too many options, Allergies, Hard to match shades",3,4,Yes,No,3,29.97,Monthly,4,3
2,Female,North America,Bachelor,Full-time,32099,5,101.67,"Fragrance, Haircare, Make-up",1,No,"Premium/luxury, Cruelty-free","Unsure of quality, Delivery issues",4,2,No,No,3,65.7,Monthly,4,3
4,Male,Asia-Pacific,High school,Full-time,26167,4,583.0000302589465,Men’s Grooming,3,No,"Vegan, Dermatologist-tested, Sustainable packaging, Premium/luxury","Too many options, Allergies",3,4,Yes,Yes,3,284.26,Monthly,5,3
3,Female,Africa,High school,Part-time,14978,5,76.65,Men’s Grooming,4,Yes,"Vegan, Premium/luxury","Too many options, High prices, Hard to match shades",4,3,No,Yes,3,48.37,Quarterly,3,4
3,Female,North America,High school,Self-employed,9072,5,58.96,Men’s Grooming,4,No,"Cruelty-free, Vegan, Premium/luxury, Dermatologist-tested","High prices, Delivery issues, Hard to match shades",4,2,Yes,Yes,4,30.81,Pay-per-box,3,2
2,Female,North America,Bachelor,Part-time,14067,5,117.61,Haircare,3,No,"Fragrance-free, Cruelty-free, Sustainable packaging","Allergies, Too many options",4,2,Yes,No,3,54.42,Monthly,2,2
3,Male,Europe,Bachelor,Student,16177,4,86.9,"Make-up, Tools/Accessories",2,No,Dermatologist-tested,"Allergies, Delivery issues, Unsure of quality",2,3,Yes,Yes,3,37.29,Monthly,4,2
3,Female,North America,High school,Part-time,23237,4,34.11,Haircare,2,No,"Fragrance-free, Sustainable packaging, Cruelty-free, Vegan",Allergies,4,3,No,Yes,3,24.65,Monthly,5,1
2,Female,Asia-Pacific,Master,Full-time,16681,5,79.92,"Make-up, Fragrance, Tools/Accessories",5,No,"Fragrance-free, Dermatologist-tested, Sustainable packaging",Too many options,4,2,Yes,Yes,4,43.61,Quarterly,5,4
3,Male,Africa,Master,Full-time,31069,3,63.06,Men’s Grooming,5,No,"Fragrance-free, Vegan",High prices,3,2,No,Yes,3,37.79,Quarterly,5,3
2,Female,Europe,Bachelor,Full-time,14590,5,57.38,Haircare,4,No,"Fragrance-free, Cruelty-free, Sustainable packaging, Premium/luxury","Delivery issues, Hard to match shades, Too many options",4,2,Yes,No,3,33.34,Monthly,5,5
2,Male,Europe,Master,Full-time,19266,5,77.14,Haircare,4,Yes,"Premium/luxury, Vegan, Dermatologist-tested","Hard to match shades, High prices",2,4,No,No,4,33.56,Monthly,5,2
6,Female,Europe,High school,Full-time,31851,1,26.47,"Make-up, Haircare",4,No,"Cruelty-free, Dermatologist-tested, Vegan",Too many options,1,2,Yes,Yes,3,17.07,Pay-per-box,3,5
3,Non-binary / Other,Asia-Pacific,Bachelor,Part-time,26131,5,62.37,"Make-up, Skincare, Men’s Grooming",2,Yes,"Vegan, Premium/luxury, Fragrance-free","Unsure of quality, Allergies, High prices",4,4,Yes,Yes,4,25.66,Monthly,3,2
5,Female,North America,Bachelor,Full-time,23512,2,45.13,"Fragrance, Tools/Accessories",3,No,"Sustainable packaging, Cruelty-free, Dermatologist-tested",Too many options,3,2,Yes,Yes,3,30.26,Quarterly,3,4
3,Female,Asia-Pacific,Master,Full-time,16301,5,43.28,Fragrance,4,No,Sustainable packaging,High prices,3,3,Yes,Yes,3,35.11,Quarterly,5,3
4,Female,Asia-Pacific,Master,Full-time,19258,4,47.14,Men’s Grooming,4,Yes,"Fragrance-free, Premium/luxury","High prices, Allergies",3,3,Yes,Yes,4,23.07,Monthly,3,5
4,Female,Asia-Pacific,High school,Full-time,17274,4,43.62,"Skincare, Make-up, Tools/Accessories",1,No,Fragrance-free,"Unsure of quality, Hard to match shades, Allergies",4,3,Yes,No,3,31.07,Quarterly,2,2
3,Male,North America,Master,Unemployed / Other,16806,5,70.22,"Haircare, Skincare",5,Yes,"Fragrance-free, Premium/luxury",Unsure of quality,2,4,Yes,Yes,4,29.54,Monthly,5,5
3,Prefer not to say,Asia-Pacific,High school,Self-employed,32139,5,104.64,"Fragrance, Men’s Grooming, Tools/Accessories",5,No,"Fragrance-free, Premium/luxury, Sustainable packaging",Unsure of quality,4,2,Yes,No,4,40.46,Pay-per-box,3,1
3,Female,North America,Master,Student,19713,5,36.4,Tools/Accessories,3,No,"Sustainable packaging, Fragrance-free, Cruelty-free","Delivery issues, Hard to match shades",4,2,Yes,No,4,22.68,Monthly,4,3
3,Female,North America,Doctorate+,Full-time,11216,4,65.91,"Haircare, Fragrance, Skincare",4,No,"Sustainable packaging, Fragrance-free, Cruelty-free","High prices, Allergies",3,3,Yes,No,3,32.01,Monthly,5,4
5,Male,LATAM,High school,Student,58653,3,40.02,"Men’s Grooming, Skincare",5,Yes,Vegan,"Hard to match shades, Too many options",3,4,No,Yes,4,16.91,Monthly,5,5
5,Male,Asia-Pacific,Master,Self-employed,28432,1,69.72,"Make-up, Skincare, Tools/Accessories",1,No,"Vegan, Fragrance-free","Delivery issues, Unsure of quality",3,1,Yes,Yes,2,26.92,Quarterly,5,5
6,Female,North America,<High school,Student,8720,0,45.39,"Make-up, Tools/Accessories",4,No,"Cruelty-free, Dermatologist-tested, Premium/luxury","Delivery issues, Hard to match shades, Unsure of quality",3,1,No,No,2,29.01,Monthly,5,4
2,Female,North America,Bachelor,Full-time,15894,5,33.85,Men’s Grooming,3,No,Dermatologist-tested,"Too many options, Delivery issues",3,4,Yes,No,4,20.4,Monthly,4,5
4,Female,North America,Bachelor,Student,27938,3,54.82,Skincare,3,Yes,"Fragrance-free, Sustainable packaging, Vegan","Allergies, Delivery issues",4,3,Yes,No,3,26.55,Monthly,3,5
5,Female,Europe,Bachelor,Self-employed,56817,3,48.22,"Make-up, Men’s Grooming",5,No,Dermatologist-tested,"Too many options, Allergies, Delivery issues",4,3,Yes,No,3,24.7,Monthly,4,4
2,Female,North America,Master,Part-time,11391,5,37.06,Make-up,3,Yes,"Sustainable packaging, Vegan","High prices, Hard to match shades",4,3,Yes,Yes,4,19.47,Quarterly,5,4
2,Female,North America,Bachelor,Student,32294,4,43.94,"Fragrance, Skincare",1,No,"Sustainable packaging, Vegan",Delivery issues,2,2,Yes,Yes,3,23.92,Monthly,3,1
4,Female,MENA,Bachelor,Full-time,53213,4,59.84,"Haircare, Fragrance, Tools/Accessories",1,No,"Fragrance-free, Sustainable packaging","Delivery issues, High prices, Too many options",4,2,Yes,Yes,3,24.7,Quarterly,3,4
3,Male,Asia-Pacific,Master,Part-time,16085,5,48.66,"Men’s Grooming, Skincare",1,Yes,Cruelty-free,High prices,3,4,Yes,Yes,3,38.51,Quarterly,3,5
5,Female,Asia-Pacific,Doctorate+,Full-time,21089,3,84.38,"Men’s Grooming, Fragrance",3,No,"Cruelty-free, Vegan, Sustainable packaging, Fragrance-free",High prices,4,3,Yes,Yes,3,38.96,Pay-per-box,4,4
2,Female,Asia-Pacific,<High school,Student,11807,4,50.76,"Tools/Accessories, Fragrance, Men’s Grooming",4,No,Fragrance-free,"Allergies, Too many options",2,2,No,Yes,3,32.58,Quarterly,1,5
4,Female,North America,Doctorate+,Full-time,23875,5,47.23,"Haircare, Make-up, Skincare",2,Yes,"Premium/luxury, Vegan","Unsure of quality, Delivery issues",3,3,Yes,Yes,4,24.98,Monthly,5,5
2,Female,Africa,High school,Full-time,19464,5,64.69,"Fragrance, Skincare, Make-up",4,No,"Vegan, Fragrance-free","High prices, Allergies, Delivery issues",4,4,Yes,Yes,4,34.98,Monthly,2,5
2,Female,LATAM,Master,Full-time,27569,5,68.83,"Skincare, Tools/Accessories",4,Yes,"Fragrance-free, Dermatologist-tested","Delivery issues, Hard to match shades",4,3,Yes,Yes,4,50.21,Pay-per-box,2,2
2,Female,LATAM,High school,Part-time,34191,5,90.4,"Skincare, Make-up, Tools/Accessories",3,Yes,"Cruelty-free, Sustainable packaging","Hard to match shades, Delivery issues",3,4,No,Yes,4,33.35,Pay-per-box,2,3
5,Female,LATAM,High school,Full-time,16668,4,55.83,Tools/Accessories,4,Yes,Premium/luxury,"High prices, Hard to match shades",4,3,Yes,No,4,17.16,Monthly,4,1
4,Female,Africa,Bachelor,Student,9883,4,61.7,Make-up,4,No,"Fragrance-free, Vegan, Premium/luxury","Too many options, Allergies",2,2,Yes,No,3,30.41,Pay-per-box,3,5
3,Female,MENA,Bachelor,Student,21793,5,79.32,"Haircare, Skincare",3,Yes,"Cruelty-free, Dermatologist-tested, Sustainable packaging",Too many options,3,4,Yes,Yes,4,53.16,Quarterly,3,3
3,Female,North America,Bachelor,Full-time,25508,5,43.7,"Haircare, Fragrance, Tools/Accessories",3,Yes,Premium/luxury,"Hard to match shades, High prices",2,4,Yes,Yes,4,22.22,Pay-per-box,5,4
5,Male,Asia-Pacific,High school,Full-time,27447,2,72.4,Tools/Accessories,4,No,"Premium/luxury, Dermatologist-tested, Vegan, Fragrance-free","Unsure of quality, Delivery issues",3,3,No,No,3,36.89,Quarterly,5,3
3,Female,Asia-Pacific,Bachelor,Full-time,18707,5,37.75,Haircare,5,No,Sustainable packaging,Hard to match shades,4,3,Yes,Yes,4,17.27,Pay-per-box,5,1
5,Male,Asia-Pacific,Master,Self-employed,25788,4,58.14,"Fragrance, Men’s Grooming",3,No,"Premium/luxury, Vegan, Cruelty-free, Dermatologist-tested","Allergies, High prices",4,3,No,Yes,3,33.68,Pay-per-box,4,3
3,Female,MENA,Bachelor,Part-time,46991,3,54.69,"Tools/Accessories, Skincare, Fragrance",3,No,Vegan,High prices,3,1,No,Yes,3,27.42,Monthly,5,2
3,Female,North America,High school,Full-time,26658,5,63.0,"Skincare, Men’s Grooming",3,No,Cruelty-free,Too many options,4,4,Yes,Yes,4,25.44,Pay-per-box,5,4
3,Female,Europe,Bachelor,Full-time,18275,5,36.76,Haircare,1,Yes,"Premium/luxury, Dermatologist-tested, Cruelty-free, Vegan",Allergies,2,4,Yes,Yes,4,19.66,Monthly,5,5
3,Female,Africa,<High school,Student,17152,5,27.43,"Skincare, Men’s Grooming, Fragrance",4,Yes,"Dermatologist-tested, Sustainable packaging, Premium/luxury",High prices,4,4,No,Yes,3,12.39,Monthly,1,4
4,Male,Asia-Pacific,Master,Self-employed,24279,4,48.09,Make-up,3,No,"Fragrance-free, Cruelty-free","Delivery issues, High prices",3,3,Yes,Yes,3,29.34,Quarterly,1,5
3,Male,MENA,Master,Self-employed,49929,4,65.91,Fragrance,2,No,"Dermatologist-tested, Vegan","Delivery issues, Hard to match shades",4,3,No,Yes,3,34.7,Quarterly,2,4
2,Male,Europe,Bachelor,Student,18087,5,111.33,"Skincare, Tools/Accessories, Men’s Grooming",3,No,"Sustainable packaging, Fragrance-free, Dermatologist-tested, Cruelty-free","High prices, Too many options, Allergies",4,3,No,Yes,4,64.52,Pay-per-box,5,5
5,Female,Europe,Bachelor,Full-time,23990,2,55.07,Haircare,1,No,"Premium/luxury, Vegan, Fragrance-free","Delivery issues, Allergies",2,3,No,Yes,2,29.73,Monthly,4,5
3,Female,LATAM,Master,Full-time,17306,5,37.48,"Tools/Accessories, Skincare",3,No,"Vegan, Fragrance-free, Premium/luxury","Unsure of quality, Hard to match shades",3,2,No,Yes,2,19.01,Monthly,3,5
3,Female,Asia-Pacific,Bachelor,Full-time,38158,5,54.99,"Men’s Grooming, Make-up, Skincare",2,No,"Premium/luxury, Fragrance-free, Vegan, Dermatologist-tested","Delivery issues, Too many options, Hard to match shades",4,3,No,Yes,2,26.44,Monthly,4,2
5,Female,Asia-Pacific,Master,Full-time,64552,3,47.69,"Tools/Accessories, Skincare, Haircare",1,No,Cruelty-free,Too many options,4,3,Yes,No,3,33.15,Monthly,5,5
4,Female,MENA,Bachelor,Full-time,33111,2,89.12,"Men’s Grooming, Tools/Accessories, Haircare",5,No,"Vegan, Dermatologist-tested","Allergies, Hard to match shades",3,2,Yes,Yes,2,212.5318358335892,Quarterly,5,3
2,Female,Asia-Pacific,Master,Full-time,20661,5,70.77,"Haircare, Men’s Grooming, Make-up",5,Yes,"Cruelty-free, Sustainable packaging, Premium/luxury, Fragrance-free","High prices, Hard to match shades, Too many options",4,4,Yes,Yes,3,38.75,Monthly,4,4
5,Female,North America,Bachelor,Full-time,24678,1,19.66,"Make-up, Skincare",2,No,"Vegan, Premium/luxury, Sustainable packaging, Cruelty-free","Unsure of quality, Too many options, Hard to match shades",4,2,No,Yes,2,10.02,Monthly,5,3
4,Female,Asia-Pacific,Bachelor,Unemployed / Other,8023,3,36.74,"Skincare, Make-up",4,No,"Fragrance-free, Sustainable packaging, Dermatologist-tested",Too many options,3,1,No,Yes,2,17.96,Monthly,3,4
3,Male,Europe,Doctorate+,Student,31970,3,73.49,"Fragrance, Men’s Grooming, Haircare",3,No,"Premium/luxury, Vegan","High prices, Too many options, Unsure of quality",4,2,Yes,No,3,43.46,Quarterly,4,4
2,Prefer not to say,Europe,Bachelor,Self-employed,21199,5,65.09,"Make-up, Skincare",3,Yes,"Sustainable packaging, Vegan, Fragrance-free","High prices, Hard to match shades, Too many options",4,4,Yes,Yes,3,38.24,Monthly,5,2
4,Male,Asia-Pacific,Bachelor,Student,163720,2,51.61,Fragrance,3,No,"Premium/luxury, Cruelty-free, Vegan, Fragrance-free",Delivery issues,1,2,Yes,No,2,29.51,Quarterly,5,5
4,Female,Africa,High school,Full-time,18519,3,43.89,Skincare,3,No,"Fragrance-free, Cruelty-free","High prices, Allergies, Too many options",4,3,No,Yes,2,24.39,Monthly,4,4
3,Female,North America,Bachelor,Student,18174,5,81.88,"Skincare, Men’s Grooming, Make-up",4,No,Vegan,"Delivery issues, Hard to match shades",4,3,Yes,Yes,3,53.5,Monthly,1,1
5,Female,LATAM,Bachelor,Full-time,19728,1,30.62,"Skincare, Haircare",2,No,"Premium/luxury, Vegan",Delivery issues,2,2,Yes,No,2,9.38,Pay-per-box,1,4
4,Male,Europe,High school,Student,44052,5,47.82,Skincare,1,Yes,"Premium/luxury, Cruelty-free",High prices,2,4,No,Yes,3,27.27,Monthly,2,4
2,Female,Europe,High school,Full-time,16403,5,88.61,"Haircare, Fragrance",4,No,"Premium/luxury, Fragrance-free, Sustainable packaging","Allergies, Hard to match shades, Delivery issues",4,2,Yes,Yes,4,55.6,Monthly,4,2
